	Employer	JobID	KeywordCount	KeywordList	Location	Relocate	RemoteWork	Title	TitleDetails	TitleFeatures	dataScienceJob
1428	Rewe_Digital	76681	5	['java', 'javascript', 'jquery', 'solr', 'css']	Kln, Germany	yes	no	SOFTWARE ENGINEER	M/W	['engineer', 'software']	no
1429	Rewe_Digital	76683	5	['jquery', 'html', 'css', 'javascript', 'spring']	Kln, Germany	yes	no	FRONTEND ENTWICKLER	M/W	['development', 'front_end']	no
1430	iSpace	88217	2	['scala', 'akka']	Hyderabad, India	no	yes	Senior Technical Consultant / Developer  Innovation		['development', 'senior', 'technical']	no
1431	Infinity_Levels_Studio	88219	5	['node.js', 'javascript', 'c++', 'ruby on rails', 'python']	Bangkok, Thailand	yes	no	Lead Software Engineers	Backend Developers For Game Studios Based Thailand	['engineer', 'lead', 'software']	no
1432	Videoplaza	88222	5	['jquery', 'javascript', 'html', 'css', 'video streaming']	London, UK	yes	no	Senior Sales Engineer Video Streaming		['engineer', 'senior']	no
1433	Amazon	88235	3	['retail', 'buying', 'sql']	Jersey City, NJ	yes	no	Senior Merchandising Associate	Pets	['senior']	no
1434	ThreatConnect	88239	5	['java', 'java ee', 'soa', 'sql', 'javascript']	Arlington, VA	no	yes	Talented Java Developer; Profitable Startup; DC area; Work Remotely		['java']	no
1435	Huddle	88240	4	['android', 'java', 'rest', 'tdd']	London, UK	no	no	Android Engineer	Rebuilding the app from the ground up	['android', 'application', 'engineer']	no
1436	Comet_Solutions_Consulting	88244	5	['java', 'javascript', 'java ee', 'tdd', 'scrum']	Barcelona, Espaa	no	no	Java Developer		['development', 'java']	no
1437	The_Dunham_Group	88248	5	['jquery', 'mysql', 'drupal', 'symfony', 'git']	Hamilton, ON, Canada	no	no	Programmer/Web Developer		['development', 'programmer', 'web']	no
1438	Eureka_Ranch_International	88257	5	['php', 'mysql', 'css', 'html', 'javascript']	Newtown, OH	no	yes	"""Awe-Inspiring"" Mid to Senior Web Developer"		['development', 'senior', 'web']	no
1439	PayPal	88260	2	['appsec', 'developer']	San Jose, CA	yes	no	AppSec Engineer		['engineer']	no
1440	Home24	87320	3	['java', 'javascript', 'rest']	Berlin, Deutschland	no	no	Java Engineer	f/m	['engineer', 'java']	no
1441	Intuition_software	87326	3	['python', 'git', 'sql']	Paris, France	no	no	DVELOPPEUR PYTHON EDITEUR LOGICIEL	H/F CDI	['python']	no
1442	Wigo4it	87333	5	['scrum', 'agile', 'uml', '.net', 'software engineering']	Den Haag, Nederland	no	no	Teammanager Afdeling Ontwikkeling		[]	no
1443	Wer_liefert_was	87335	5	['html', 'javascript', 'css', 'css3', 'jquery']	Hamburg, Germany	no	no	(Senior) Front-End-Developer		['development', 'front_end']	no
1444	TomTom	87339	5	['calabash', 'robotium', 'bash', 'android', 'ios']	Amsterdam, Nederland	no	no	Test Engineer Mobile Apps		['application', 'engineer', 'test']	no
1445	Atlantic_Corporation	87340	5	['ruby on rails', 'c#', 'ldap', 'java', 'mysql']	Wilmington, NC	no	no	Up-and-Coming Full Stack Developer		['development', 'full_stack']	no
1446	Enable_Education	87357	4	['html5', 'css3', 'javascript', 'jquery']	Milton, ON, Canada	no	no	Front-End Web Developer		['development', 'front_end', 'web']	no
1447	Gotham_Tech_Labs	87364	5	['ruby', 'javascript', 'python', 'amazon web services', 'angularjs']	Providence, RI	no	no	Senior Software Engineer		['engineer', 'senior', 'software']	no
1448	Imperial_Supplies	87384	5	['jquery', 'html', 'node.js', 'javascript', 'css']	Green Bay, WI	no	no	Web Developer		['development', 'web']	no
1449	PenQuadrat_GmbH_Co	87423	5	['java', 'postgresql', 'javascript', 'angularjs', 'css3']	Marl, Deutschland	yes	no	Java-Entwickler	m/w	['development', 'java']	no
1450	WINAMAX	87427	3	['systemes', 'reseaux', 'scripting']	Paris, France	no	no	Ingnieur Systmes & Rseaux	H/F	[]	no
1451	Mynewsdesk	87430	5	['ruby on rails', 'rspec', 'heroku', 'javascript', 'reactjs']	Leipzig, Germany	no	no	Product Developer Ruby on Rails	Leipzig, Germany	['development', 'product', 'ruby']	no
1452	Lindenbaum	87434	4	['linux', 'vmware', 'vlan', 'sysadmin']	Karlsruhe, Deutschland	no	no	Linux-Systemadministrator	m/w	['linux', 'operations']	no
1453	Articulate	87452	5	['automated tests', 'ruby', 'automation', 'javascript', 'qa']	New York, NY	no	yes	Software Engineer - Automation	100% Remote	['engineer', 'software']	no
1454	Gumtree	87465	3	['java', 'scala', 'spring']	Richmond, UK	yes	no	Software Engineer	no. 1 classifieds site in the UK	['engineer', 'software']	no
1455	Fuse_Powered	87469	5	['html5', 'css', 'jquery', 'less', 'bootstrap']	Toronto, ON, Canada	no	no	Front End Developer		['development', 'front_end']	no
1456	uShip	87483	3	['asp.net mvc 4', '.net 4.5', 'c#']	Austin, TX	yes	no	Senior .NET Developer		['development', 'senior']	no
1457	Localytics	87490	5	['ios', 'java', 'objective c', 'c#', 'c']	Boston, MA	yes	no	Mobile Software Engineer	iOS, Android, Windows	['android', 'engineer', 'software']	no
1458	MongoLab	87500	5	['cloud', 'dbaas', 'mongodb', 'java', 'node.js']	San Francisco, CA	no	no	Senior Software Engineer	Cloud Infrastructure, DBaaS, MongoDB	['engineer', 'infrastructure', 'senior', 'software']	no
1459	Eyefluence	87502	5	['embedded', 'java', 'cc++', 'c', 'android']	Milpitas, CA	no	no	Brilliant Software Engineer Wanted!		['engineer', 'software']	no
1460	GaggleNet	87508	5	['user experience', 'user interface', 'responsive design', 'axure', 'html5']	Bloomington, IL	no	yes	UX/UI Designer	remote	[]	no
1461	IQX_Business_Solutions	87528	5	['c#', 'javascript', 'mvvm', 'knockout', 'workflow']	North Sydney, Australia	no	no	Senior Consulting C# Web App Developer		['application', 'development', 'senior', 'web']	no
1462	Intercom	87535	5	['security', 'java', 'ruby', 'linux', 'software']	Dublin, Ireland	no	no	Security Engineer		['engineer', 'security']	no
1463	Trustly_AB	87540	3	['html5', 'css3', 'javascript']	Stockholm, Sverige	no	no	Frontend Developer to Trustly!		['development', 'front_end']	no
1464	UniPartners	87542	5	['c#', '.net', 'asp.net', 'asp.net mvc', 'scrum']	Brussels, Belgium	no	no	Enthusiastic	Driven and Eager to Learn .NET Developer	['development']	no
1465	Yandex	87553	5	['unix', 'linux', 'freebsd', 'tcp ip', 'sysadmin']	Moscow, Russia	no	no	  Unix		[]	no
1466	Transport_for_London	87562	5	['c#', '.net', 'mvc', 'sql', 'object oriented design']	London, UK	no	no	Senior Software Developer	Use your .NET expertise to help keep London moving	['development', 'senior', 'software']	no
1467	RSA	87564	5	['python', 'django', 'angularjs', 'flask', 'web applications']	Horsham, UK	no	no	Senior Web Application Developer	"""Fit the RSA mould. Break it."""	['development', 'senior', 'web']	no
1468	World_First	87575	5	['php', 'mysql', 'agile', 'lamp', 'zend framework']	London, UK	no	no	PHP Developer		['development', 'php']	no
1469	Ticketmaster	87579	5	['linux', 'scripting', 'chef', 'automation', 'devops']	London, UK	no	no	Senior Linux Administrator	DevOps	['administrator', 'development', 'linux', 'operations', 'senior']	no
1470	Machine_Zone	87582	5	['python', 'puppet', 'chef', 'salt stack', 'bash']	Palo Alto, CA	yes	no	Sr. DevOps Engineer		['development', 'engineer', 'operations', 'senior']	no
1471	Modustri	87588	5	['python', 'ember.js', 'angularjs', 'docker', 'ruby']	Grand Rapids, MI	no	no	Senior Web Developer		['development', 'senior', 'web']	no
1472	Konrad_Group	87603	5	['ruby on rails', 'git', 'jquery', 'javascript', 'html']	Toronto, ON, Canada	no	no	Software Architect & Educator		['architect', 'software']	no
1473	Automatic	87618	3	['python', 'postgresql', 'cassandra']	San Francisco, CA	no	no	Principal Server Engineer		['engineer', 'principal']	no
1474	LaunchKey	87621	5	['api', 'sdk', 'ios', 'mobile', 'cocoa']	San Francisco, CA	yes	no	Mobile Application Developer	iOS Focused	['development', 'ios']	no
1475	wwwplanetartcom	87623	5	['php', 'mysql', 'html5', 'css3', 'svn']	Calabasas, CA	no	no	Jr. Web Developer		['development', 'junior', 'web']	no
1476	Deswik_Mining_Consultants	87625	4	['c#', '.net', 'cplex', 'lp solve']	Spring Hill, Australia	no	no	Senior C# .NET Software Engineer		['engineer', 'senior', 'software']	no
1477	LGBS_Polska	87638	4	['c#', '.net', 'asp.net mvc', 'asp.net']	Gliwice, Polska	no	no	Programista .Net		[]	no
1478	abas_Software	87645	4	['datenbanken', 'fachinformatik', 'jasper', 'erp']	Karlsruhe, Deutschland	no	no	Anwendungsentwickler ERP	m/w	['development']	no
1479	Stater	87649	4	['software', 'developer', '.net', 'lead']	Amersfoort, Netherlands	no	no	Lead software Engineer.net		['lead', 'software']	no
1480	Traction	87863	5	['python', 'django', 'django cms', 'javascript', 'ruby']	San Francisco, CA	no	no	Senior Full-Stack Developer		['development', 'full_stack', 'senior']	no
1481	BitGo	87881	5	['bitcoin', 'nginx', 'mongodb', 'node.js', 'amazon web services']	Palo Alto, CA	no	no	DevOps Engineer		['development', 'engineer', 'operations']	no
1482	Industrie_IT_Hong_Kong	87889	5	['javascript', 'angularjs', 'ember.js', 'amazon web services', 'lamp']	Hong Kong Island, Hong Kong	no	no	JavaScript / Web Developer		['development', 'javascript', 'web']	no
1483	Wasco_Holding_BV	87898	1	['architecture']	Twello, Nederland	no	no	E	commerce Developer/Architect	['architect', 'development']	no
1484	UniPartners	87900	5	['angularjs', 'html5', 'css3', 'git', 'backbone.js']	Brussels, Belgium	no	no	Enthusiastic	Driven and Eager to Learn Front-End Developer	['development', 'front_end']	no
1485	BLStream_Premium_Software_Solutions	87911	5	['ios', 'javascript', 'python', 'objective c', 'tdd']	Wrocaw, Polska	no	no	Senior iOS Automation Engineer		['engineer', 'ios', 'senior']	no
1486	Segue_Technologies	87919	5	['java', 'javascript', 'open source', 'sql server', 'maven']	Arlington, VA	no	no	Java and Object-Oriented JavaScript Developers	potential partial remote work	['development', 'java', 'javascript']	no
1487	Bokadirekt	87920	5	['.net', 'sql server', 'javascript', 'amazon web services', 'elasticsearch']	Stockholm, Sweden	no	no	TACKAR DU ALDRIG NEJ TILL EN NY SYSTEMUTVECKLINGS-UPPGIFT ELLER GRATIS MASSAGE?		[]	no
1488	Helios_Media	87933	5	['html', 'css', 'php', 'sql', 'javascript']	Berlin, Deutschland	no	no	Frontend-Entwickler	m/w (Drupal & WordPress	['development', 'front_end']	no
1489	GenArts	87935	4	['python', 'c++', 'graphics', 'image processing']	Cambridge, MA	no	no	Junior Software Engineer		['engineer', 'junior', 'software']	no
1490	mylivn	87942	5	['amazon web services', 'docker', 'cdn', 'jenkins', 'puppet']	Munich, Germany	no	no	DevOps Engineer / System Administrator	m/w	['administrator', 'development', 'engineer', 'operations']	no
1491	Frontier_Associates	87951	3	['asp.net mvc', 'jquery', 'c#']	Austin, TX	no	no	Full-Stack .NET Developer		['development', 'full_stack']	no
1492	littleBits_Electronics	87960	5	['architecture', 'database design', 'devops', 'model view controller', 'frontend']	New York, NY	no	no	Senior Full  Stack Software Engineer		['engineer', 'full_stack', 'senior', 'software']	no
1493	Webpass	87962	4	['javascript', 'ruby on rails', 'reactjs', 'backbone.js']	San Francisco, CA	no	no	Full Stack Developer		['development', 'full_stack']	no
1494	Storydriven	87973	5	['python', 'angularjs', 'php', 'javascript', 'django']	North Vancouver, BC, Canada	no	no	Senior Front and Back End Web Developer	Full Time	['back_end', 'development', 'senior', 'web']	no
1495	Percona	87977	6	['mysql', 'linux', 'database administration', 'percona', 'mongodb', 'sysadmin']	Durham, NC, Estados Unidos	no	yes	Senior  MySQL Remote DBA	United States & Canada	['dba', 'mysql', 'senior']	no
1496	PipelineDeals	87979	4	['ruby on rails', 'javascript', 'go', 'ember.js']	Wayne, PA	no	yes	Senior Rails / Javascript Engineer		['engineer', 'javascript', 'ruby', 'senior']	no
1497	TSheets	87980	3	['ios', 'android', 'rest']	Eagle, ID	no	no	Mobile Software Engineer		['engineer', 'software']	no
1498	Parametric	87995	3	['php', 'mysql', 'python']	Philadelphia, PA	no	no	API & Integrations Engineer		['api', 'engineer']	no
1499	esolutions	87997	5	['continuous integration', 'configuration', 'branching and merging', 'linux', 'shell']	Ingolstadt, Deutschland	yes	no	Release- und Integrationmanager	m/w	[]	no
1500	Witherslack_Group	87999	5	['asp.net mvc', 'c#', 'sql server', 'jquery', 'html']	Lupton, UK	no	no	ASP.NET MVC software developer		['development', 'software']	no
1501	Inventia_Srl	88006	4	['java', 'javascript', 'html', 'css']	Milano, Italia	no	no	Software Engineer	Full stack Java/Web	['engineer', 'full_stack', 'java', 'software', 'web']	no
1502	Wordapp	88015	5	['css3', 'html5', 'javascript', 'coffeescript', 'sass']	stanbul, Turkey	no	no	Senior Front End Engineer		['engineer', 'front_end', 'senior']	no
1503	MegaZebra	86888	5	['flash', 'actionscript 3', 'java', 'stage3d', 'c#']	Mnchen, Deutschland	no	no	Senior Frontend Developer	m/w - Mobile Games	['development', 'front_end', 'senior']	no
1504	freiheitcom_technologies	86903	5	['java', 'javascript', 'angularjs', 'go', 'clojure']	Hamburg, Deutschland	no	no	Hackers wanted - Leidenschaftliche Programmierer / Entwickler	m/w gesucht.	['development']	no
1505	Avega_Group	86907	5	['c#', '.net', 'javascript', 'html', 'css']	Stockholm, Sweden	no	no	.NET utvecklare		[]	no
1506	Belk	86914	3	['aix', 'linux', 'sysadmin']	Charlotte, NC	no	no	Infrastructure Architect		['architect', 'infrastructure']	no
1507	Somuchmore	86927	0	[]	Berlin, Germany	no	no	Senior Java Developer	m/f - Somuchmore	['development', 'java', 'senior']	no
1508	InnoGames	86929	4	['ui', 'ux', 'art', 'graphics']	Hamburg, Deutschland	no	no	UI Artist	m/f	[]	no
1509	Eduware	86943	5	['asp.net', 'c#', 'jquery', 'ajax', 'sql server']	Saint James, NY	no	no	Web Developer	Full Time	['development', 'web']	no
1510	TrackVia	86947	4	['android', 'java', 'rest', 'json']	Denver, CO	no	no	Android Developer for Denver Startup		['android', 'development', 'startup']	no
1511	Rocket_Internet_AG_Venture	86949	0	[]	Berlin, Germany	no	no	PHP Developer	m/f	['development', 'php']	no
1512	Avidity_AB	86954	5	['debian', 'linux', 'webstack', 'automation', 'server']	Stockholm, Sweden	no	no	Systems Administrator/DevOps Engineer for small international company		['administrator', 'development', 'engineer', 'operations']	no
1513	Shotzoom	86963	5	['ios', 'objective c', 'iphone', 'ipad', 'apple watch']	Tempe, AZ	no	no	Senior iOS Developer	Build Apps Loved By Millions	['application', 'development', 'ios', 'senior']	no
1514	Toca_Boca	86965	0	[]	New York, NY	no	no	Technical Director		['director', 'technical']	no
1515	University_of_California_Office_of_the_President	86970	1	['html5']	Oakland, CA	no	no	Senior Web Developer	0652	['development', 'senior', 'web']	no
1516	Flex_Rental_Solutions	86974	5	['java', 'spring', 'html5', 'javascript', 'ext.js']	Harrisburg, PA	no	no	Software Developer	Remote 2+ Years Experience	['development', 'software']	no
1517	Tech_in_Asia	87010	3	['php', 'javascript', 'qa']	Singapore	no	no	PHP/QA Engineers	Singapore, Jakarta	['engineer', 'php']	no
1518	Your_Golf_Travel	87014	5	['linux', 'puppet', 'ruby', 'amazon web services', 'sysadmin']	London, UK	no	no	Operations Engineer		['engineer', 'operations']	no
1519	YoungCapital	87023	4	['ruby on rails', 'node.js', 'backbone', 'angular']	Hoofddorp, Netherlands	yes	yes	Are you the Ruby Developer we are looking for at YoungCapital	The Netherlands	['development', 'ruby']	no
1520	Berge_Meer_Touristik	87032	5	['mysql', 'javascript', 'ruby on rails', 'postgresql', 'css']	Rengsdorf, Deutschland	no	no	Senior Webentwickler/-in		['development', 'senior', 'web']	no
1521	NOLTELAUTH	87034	4	['gulp', 'node.js', 'javascript', 'sass']	Stuttgart, Deutschland	no	no	SENIOR WEB ENGINEER	M/W	['engineer', 'senior', 'web']	no
1522	Windsor_Circle	87038	3	['python', 'javascript', 'selenium']	Durham, NC	no	no	QA Engineer		['engineer']	no
1523	Landdox	87043	5	['node.js', 'reactjs', 'express', 'search', 'angularjs']	Houston, TX	no	yes	Full Stack Engineer		['engineer', 'full_stack']	no
1524	metabo_Aktiengesellschaft	87052	0	[]	Nrtingen, Allemagne	no	no	SAP Inhouse ABAP-Entwickler	m/w	['development']	no
1525	Miles	87067	5	['drupal', 'html', 'javascript', 'google analytics', 'ajax']	Sarasota, FL	yes	yes	UX Director	- Create Worldly Web Design, Inspire Memories, & More!	['director', 'web']	no
1526	goopcom	87072	4	['html', 'css', 'javascript', 'php']	New York, NY	no	no	HTML Producer		[]	no
1527	Wikimedia_Foundation	87076	5	['ruby', 'javascript', 'python', 'selenium webdriver', 'cucumber']	San Francisco, CA	no	yes	Automation Engineer		['engineer']	no
1528	System76	87087	4	['php', 'mysql', 'linux', 'javascript']	Denver, CO	yes	no	Lead Web Developer	PHP/Backend	['development', 'lead', 'web']	no
1529	Shots_Mobile	87090	5	['php', 'mysql', 'memcached', 'redis', 'go']	San Francisco, CA	no	no	Backend / Devops Engineer		['back_end', 'development', 'engineer', 'operations']	no
1530	MyUpdatesinfo	87098	5	['php', 'yii', 'mysql', 'amazon web services', 'debugging']	Los Angeles, CA	no	yes	Lead PHP + MySQL Developer for start up		['development', 'lead', 'mysql', 'php']	no
1531	Newport_SpectraPhysics	87102	5	['embedded', 'atmel', 'avr', 'c', 'c#']	Kleinmachnow, Deutschland	no	no	Fachinformatiker / Software-Entwickler	m/w fr -Controller und Embedded	['development', 'embedded', 'software']	no
1532	Red_Badger	87111	5	['ruby', 'node.js', 'reactjs', 'javascript', 'agile']	London, UK	yes	no	Full Stack Software Engineer		['engineer', 'full_stack', 'software']	no
1533	Lautsprecher_Teufel	87113	4	['ios', 'objective c', 'mobile', 'audio streaming']	Berlin, Deutschland	yes	no	iOS Developer	m/f	['development', 'ios']	no
1534	GatenbySanderson	87115	4	['php', 'laravel', 'expressionengine', 'zend framework']	Leeds, UK	no	no	PHP Developer		['development', 'php']	no
1535	Tam_Tam	87124	4	['.net', 'tsql', 'oop', 'solid principles']	Rotterdam, Netherlands	yes	no	Digital Back	end Developer in Delft and/or Rotterdam	['back_end', 'development']	no
1536	Carl_Zeiss_SMT	87126	5	['c#', 'visual studio', '.net', 'oracle', 'sql']	Oberkochen, Deutschland	yes	no	Systemarchitekt	m/w Software (C#, WinForms, WCF / Web-Service	['software', 'web']	no
